𫝈	㑮
瓦合之卒	瓦合之卒
生物合成	生物合成
生产合作	生產合作
产品组合	產品組合
产学合作	產學合作
产销合一	產銷合一
产销合同	產銷合同
百事和合	百事和合
百合花饰	百合花飾
百年好合	百年好合
眉垂目合	眉垂目合
知行合一	知行合一
破镜重合	破鏡重合
硬质合金	硬質合金
碳氢化合	碳氫化合
碳水化合	碳水化合
社会整合	社會整合
科际整合	科際整合
秾纤合度	穠纖合度
竞合现象	競合現象
符合标准	符合標準
纯属巧合	純屬巧合
细胞融合	細胞融合
组合数学	組合數學
组合服装	組合服裝
组合而成	組合而成
组合语言	組合語言
组合音响	組合音響
结合实际	結合實際
结合模型	結合模型
结合起来	結合起來
结合过程	結合過程
结合韵母	結合韻母
经合组织	經合組織
综合布线	綜合佈線
综合报导	綜合報導
综合报道	綜合報道
综合存款	綜合存款
综合平衡	綜合平衡
综合所得	綜合所得
综合叙述	綜合敘述
综合艺术	綜合藝術
综合医院	綜合醫院
综合银行	綜合銀行
综合防治	綜合防治
综合杂志	綜合雜誌
紧密配合	緊密配合
紧急集合	緊急集合
义义合合	義義合合
耐热合金	耐熱合金
圣诞百合	聖誕百合
聚合作用	聚合作用
聚合反应	聚合反應
聚合起来	聚合起來
联合企业	聯合企業
联合作战	聯合作戰
联合促销	聯合促銷
联合內阁	聯合內閣
联合公报	聯合公報
联合利华	聯合利華
联合参谋	聯合參謀
联合国日	聯合國日
联合国案	聯合國案
联合报系	聯合報系
联合大学	聯合大學
联合战线	聯合戰線
联合政府	聯合政府
联合文学	聯合文學
联合晚报	聯合晚報
联合演习	聯合演習
联合王国	聯合王國
联合目录	聯合目錄
联合组织	聯合組織
联合声明	聯合聲明
联合自强	聯合自強
联合舰队	聯合艦隊
联合行动	聯合行動
联合军演	聯合軍演
联合部队	聯合部隊
自动离合	自動離合
自由组合	自由組合
苟合取容	苟合取容
若合符节	若合符節
落落寡合	落落寡合
落落难合	落落難合
融合为一	融合爲一
行不苟合	行不苟合
行合趋同	行合趨同
表里相合	表裏相合
裁衣合帐	裁衣合帳
里应外合	裏應外合
复合企业	複合企業
复合传动	複合傳動
复合元音	複合元音
复合包装	複合包裝
复合命题	複合命題
复合增长	複合增長
复合摄影	複合攝影
复合材料	複合材料
复合概念	複合概念
复合样式	複合樣式
复合母音	複合母音
复合肥料	複合肥料
复合装甲	複合裝甲
复合量词	複合量詞
复合金属	複合金屬
复合韵母	複合韻母
言行合一	言行合一
语音合成	語音合成
貌合心离	貌合心離
貌合情离	貌合情離
貌合神离	貌合神離
貌合行离	貌合行離
资产组合	資產組合
起承转合	起承轉合
军民合作	軍民合作
轴承合金	軸承合金
转向离合	轉向離合
农业合作	農業合作
迎合人心	迎合人心
逆向整合	逆向整合
通力合作	通力合作
通合一气	通合一氣
连珠合璧	連珠合璧
道合志同	道合志同
道同志合	道同志合
适不适合	適不適合
还珠合浦	還珠合浦
配合禁忌	配合禁忌
配合起来	配合起來
铅字合金	鉛字合金
错化合物	錯化合物
错觉结合	錯覺結合
闭合电路	閉合電路
开齐合撮	開齊合撮
阿合奇县	阿合奇縣
阿谀苟合	阿諛苟合
阴阳合历	陰陽合曆
隐名合伙	隱名合夥
集合名词	集合名詞
集合地点	集合地點
集合时间	集合時間
集合起来	集合起來
集资合建	集資合建
离合悲欢	離合悲歡
离合体诗	離合體詩
云合雾集	雲合霧集
电荷耦合	電荷耦合
频率合成	頻率合成
斗争斗合	鬥爭鬥合
齐心合力	齊心合力
一干	一干
不干	不幹 不乾
丹干	丹干
主干	主幹
干干	乾乾
干井	乾井
乾元	乾元
乾兌	乾兌
干儿	乾兒
干冰	乾冰
干冷	乾冷
乾卦	乾卦
干卦	乾卦
干和	乾和
干咳	乾咳
干哥	乾哥
干哭	乾哭
干唱	乾唱
干哑	乾啞
干啤	乾啤
干啼	乾啼
干乔	乾喬
干呕	乾嘔
干哕	乾噦
干嚎	乾嚎
干咽	乾嚥
干图	乾圖
干土	乾土
干地	乾地
干坐	乾坐
干塘	乾塘
干坞	乾塢
干女	乾女
干妹	乾妹
干姊	乾姊
干姐	乾姐
干妈	乾媽
干娘	乾孃
干子	乾子
干季	乾季
干宅	乾宅
干尸	乾屍
干巴	乾巴
干布	乾布
干式	乾式
干弟	乾弟
干急	乾急
干性	乾性
干折	乾折
干擦	乾擦
干料	乾料
干断	乾斷
干旦	乾旦
干旱	乾旱
干暖	乾暖
干曜	乾曜
干材	乾材
干杯	乾杯
干果	乾果
干枝	乾枝
干枯	乾枯
干柴	乾柴
干梅	乾梅
干死	乾死
干池	乾池
干没	乾沒
干洗	乾洗
干涸	乾涸
干凉	乾涼
干净	乾淨
干淨	乾淨
干渠	乾渠
干渴	乾渴
干沟	乾溝
干溪	乾溪
干湿	乾溼
干漆	乾漆
干涩	乾澀
干焦	乾焦
干煸	乾煸
干熬	乾熬
干热	乾熱
干熱	乾熱
干烧	乾燒
干燥	乾燥
干爸	乾爸
干爹	乾爹
干爽	乾爽
干片	乾片
干产	乾產
干田	乾田
干疥	乾疥
干瘦	乾瘦
干瘪	乾癟
干癣	乾癬
干瘾	乾癮
干白	乾白
干的	乾的
干眼	乾眼
干硬	乾硬
干礼	乾禮
干稿	乾稿
干站	乾站
干笑	乾笑
干等	乾等
干粉	乾粉
干粮	乾糧
干红	乾紅
干结	乾結
干丝	乾絲
干纲	乾綱
干绷	乾繃
干耗	乾耗
干肉	乾肉
干股	乾股
干肥	乾肥
干脆	乾脆
干花	乾花
干刍	乾芻
干草	乾草
干菜	乾菜
干落	乾落
干姜	乾薑
干薪	乾薪
干苔	乾薹
干虔	乾虔
干号	乾號
干衣	乾衣
干裂	乾裂
干制	乾製
干亲	乾親
干象	乾象
干贝	乾貝
干货	乾貨
干躁	乾躁
干透	乾透
干造	乾造
干逼	乾逼
干酪	乾酪
干醋	乾醋
干重	乾重
干量	乾量
干锅	乾鍋
乾隆	乾隆
干雷	乾雷
干电	乾電
干颡	乾顙
干台	乾颱
干饭	乾飯
干馆	乾館
干糇	乾餱
干馏	乾餾
干鱼	乾魚
干鲜	乾鮮
干点	乾點 幹點
事干	事幹
井干	井榦
何干	何干
偎干	偎乾
全干	全乾
公干	公幹
再干	再幹
刺干	刺干
刚干	剛乾
勾干	勾幹
包干	包乾
匪干	匪幹
十干	十干
半干	半乾
去干	去幹
又干	又幹
口干	口乾
吸干	吸乾
吹干	吹乾
咽干	咽乾
唇干	唇乾
喝干	喝乾
单干	單幹
基干	基幹
多干	多幹
大干	大幹
天干	天干
太干	太乾
夯干	夯幹
奉干	奉干
好干	好乾
如干	如干
察干	察干
实干	實幹
审干	審幹
射干	射干
专干	專幹
巧干	巧幹
干休	干休
干系	干係
干城	干城
干将	干將
干戈	干戈
干挠	干撓
干扰	干擾
干支	干支
干政	干政
干时	干時
干涉	干涉
干犯	干犯
干碍	干礙
干与	干與
干谒	干謁
干连	干連
干邑	干邑
干预	干預
干一	幹一
干上	幹上
干不	幹不
干了	幹了 乾了
干事	幹事
干些	幹些
干人	幹人
干什	幹什
干他	幹他 干他
干仗	幹仗
干你	幹你 干你
干个	幹個
干到	幹到
干劲	幹勁
干吏	幹吏
干员	幹員
干啥	幹啥
干吗	幹嗎
干嘛	幹嘛
干她	幹她 干她
干好	幹好
干完	幹完
干家	幹家
干得	幹得
干成	幹成
干我	幹我 干我
干才	幹才
干掉	幹掉
干探	幹探
干架	幹架
干校	幹校
干活	幹活
干流	幹流
干济	幹濟
干甚	幹甚
干略	幹略
干当	幹當
干尽	幹盡
干着	幹着 乾着
干管	幹管
干线	幹線
干练	幹練
干缺	幹缺
干群	幹群
干蛊	幹蠱
干警	幹警
干起	幹起
干路	幹路
干办	幹辦
干这	幹這
干过	幹過
干道	幹道
干那	幹那
干部	幹部
干头	幹頭
干麻	幹麻
干么	幹麼
府干	府幹
弄干	弄乾
强干	強幹
很干	很乾
徐干	徐幹
德干	德干
快干	快乾
想干	想幹
所干	所幹
才干	才幹
打干	打幹
抹干	抹乾
抽干	抽乾
拭干	拭乾
提干	提幹
揩干	揩乾
捞干	撈乾
擦干	擦乾
拧干	擰乾
支干	支幹
敢干	敢幹
斯干	斯干
新干	新幹
日干	日干
旱干	旱乾
晾干	晾乾
晒干	曬乾
会干	會幹
未干	未乾
材干	材幹
杯干	杯乾
东干	東干
果干	果乾
枝干	枝幹
枯干	枯乾
染干	染干
查干	查干
桑干	桑乾
梅干	梅乾
条干	條幹
梨干	梨乾
桢干	楨幹
榨干	榨乾
树干	樹幹
栏干	欄干
残干	殘幹
比干	比干
水干	水乾
江干	江干
没干	沒幹
河干	河干
活干	活幹
流干	流乾
海干	海乾
涸干	涸乾
泪干	淚乾
滴干	滴乾
沥干	瀝乾
烘干	烘乾
烤干	烤乾
焙干	焙乾
无干	無干
焦干	焦乾
煨干	煨乾
烧干	燒乾
营干	營幹
狠干	狠幹
猛干	猛幹
白干	白乾 白幹
盲干	盲幹
相干	相干
眼干	眼乾
硬干	硬幹
笋干	筍乾
管干	管幹
精干	精幹
糕干	糕乾
绞干	絞乾
老干	老幹
肉干	肉乾
肯干	肯幹
能干	能幹
腐干	腐乾
脑干	腦幹
若干	若干
苦干	苦幹
茎干	莖幹
菜干	菜乾
蒸干	蒸乾
薄干	薄幹
虾干	蝦乾
蛏干	蟶乾
蠁干	蠁幹
蛮干	蠻幹
被干	被幹
词干	詞幹
谁干	誰幹
调干	調幹
谋干	謀幹
豆干	豆乾
贵干	貴幹
趱干	趲幹
躯干	軀幹
转干	轉幹
阑干	闌干
阴干	陰乾
韩干	韓幹
风干	風乾
饼干	餅乾
余干	餘干
香干	香乾
马干	馬乾
骨干	骨幹
高干	高幹
鱼干	魚乾
一干人	一干人
一起干	一起幹
下手干	下手幹
不干性	不乾性
不干杯	不乾杯
不干净	不乾淨
不干渴	不乾渴
不干脆	不乾脆
不干胶	不乾膠
不干裂	不乾裂
不干他	不干他
不干休	不干休
不干你	不干你
不干她	不干她
不干它	不干它
不干我	不干我
不干扰	不干擾
不干涉	不干涉
不干犯	不干犯
不干预	不干預
不干了	不幹了
不干事	不幹事
不气干	不氣干
不用干	不用幹
不相干	不相干
并肩干	並肩幹
主干线	主幹線
干一杯	乾一杯
干一碗	乾一碗
干一坛	乾一罈
干干的	乾乾的
干了杯	乾了杯
干伸舌	乾伸舌
干儿子	乾兒子
干两杯	乾兩杯
干冒烟	乾冒煙
干刻版	乾刻版
干剥剥	乾剝剝
干又热	乾又熱
干哥哥	乾哥哥
干咽唾	乾嚥唾
干回付	乾回付
干坐着	乾坐着
干堂婶	乾堂嬸
干女儿	乾女兒
干女婿	乾女婿
干奴才	乾奴才
干妹妹	乾妹妹
干姊姊	乾姊姊
干屎橛	乾屎橛
干巴巴	乾巴巴
干几手	乾幾手
干几杯	乾幾杯
干几碗	乾幾碗
干弟弟	乾弟弟
干得很	乾得很
干性油	乾性油
干打垒	乾打壘
干打雷	乾打雷
干撂台	乾撂臺
干撇下	乾撇下
干支剌	乾支剌
干支支	乾支支
干数杯	乾數杯
干村沙	乾村沙
干梅子	乾梅子
干此杯	乾此杯
干此坛	乾此罈
干毛巾	乾毛巾
干洗店	乾洗店
干灯盏	乾燈盞
干燥剂	乾燥劑
干燥器	乾燥器
干燥机	乾燥機
干燥箱	乾燥箱
干爸爸	乾爸爸
干生受	乾生受
干生子	乾生子
干生气	乾生氣
干瘪瘪	乾癟癟
干癣性	乾癬性
干白儿	乾白兒
干眼病	乾眼病
干眼症	乾眼症
干着急	乾着急
干瞪眼	乾瞪眼
干站着	乾站着
干篾片	乾篾片
干粮袋	乾糧袋
干绷儿	乾繃兒
干坛子	乾罈子
干肉片	乾肉片
干茨腊	乾茨臘
干茶钱	乾茶錢
干草叉	乾草叉
干草堆	乾草堆
干草机	乾草機
干草粉	乾草粉
干血浆	乾血漿
干衣机	乾衣機
乾象历	乾象曆
干这杯	乾這杯
干过杯	乾過杯
干过瘾	乾過癮
干那杯	乾那杯
干酵母	乾酵母
干闼婆	乾闥婆
干阿奶	乾阿奶
干电池	乾電池
干霍乱	乾霍亂
干馏法	乾餾法
事也干	事也幹
事可干	事可幹
事好干	事好幹
便吃干	便吃乾
值得干	值得幹
充能干	充能幹
別干净	別乾淨
动干戈	動干戈
包干儿	包乾兒
包干制	包乾制
十分干	十分乾
十天干	十天干
卯上干	卯上幹
可干拭	可乾拭
可干制	可乾製
可干饮	可乾飲
吃干了	吃乾了
吃干醋	吃乾醋
吃豆干	吃豆乾
各干各	各幹各
单干户	單幹戶
地干吧	地幹吧
塔什干	塔什干
天生干	天生幹
奴儿干	奴兒干
好好干	好好幹
如何干	如何幹
如果干	如果幹
宋干节	宋干節
实干家	實幹家
对着干	對着幹
就干淨	就乾淨
就吃干	就吃乾
就干一	就幹一
就干吧	就幹吧
巴尔干	巴爾幹
干凯文	干凱文
干扰到	干擾到
干扰力	干擾力
干扰素	干擾素
干支沟	干支溝
干涉仪	干涉儀
干下去	幹下去
干不下	幹不下
干不了	幹不了
干不干	幹不幹
干不成	幹不成
干事会	幹事會
干事长	幹事長
干什么	幹什麼
干任何	幹任何
干休所	幹休所
干何事	幹何事
干你娘	幹你孃
干个够	幹個夠
干傻事	幹傻事
干两年	幹兩年
干別的	幹別的
干劲儿	幹勁兒
干坏事	幹壞事
干大事	幹大事
干女友	幹女友
干就干	幹就幹
干几件	幹幾件
干几宗	幹幾宗
干几桩	幹幾樁
干几番	幹幾番
干几辈	幹幾輩
干强盗	幹強盜
干得了	幹得了
干拎娘	幹拎娘
干正事	幹正事
干活儿	幹活兒
干营生	幹營生
干犯法	幹犯法
干甚么	幹甚麼
干粗活	幹粗活
干細胞	幹細胞
干细胞	幹細胞
干买卖	幹買賣
干起来	幹起來
干农活	幹農活
干革命	幹革命
干麻学	幹麻學
干麻阿	幹麻阿
很干了	很乾了
快干了	快乾了
快干杯	快乾杯
快干裂	快乾裂
快吃干	快吃乾
怎么干	怎麼幹
才干旱	才乾旱
才干杯	才乾杯
才干淨	才乾淨
才干透	才乾透
打干哕	打乾噦
把你干	把你幹
拖干淨	拖乾淨
拚命干	拚命幹
扫干淨	掃乾淨
提子干	提子乾
搭干铺	搭乾鋪
担干系	擔干係
担干纪	擔干紀
擦干净	擦乾淨
擦干淨	擦乾淨
支努干	支努干
新干线	新幹線
新干县	新幹縣
时干下	時幹下
会干杯	會乾杯
会干枯	會乾枯
会干涸	會乾涸
会干净	會乾淨
会干脆	會乾脆
会干裂	會乾裂
会干扰	會干擾
會干擾	會干擾
会干政	會干政
会干涉	會干涉
会干预	會干預
有才干	有才幹
杏干儿	杏乾兒
村干事	村幹事
杯白干	杯白乾
果子干	果子乾
查干湖	查干湖
桂圆干	桂圓乾
桑干河	桑乾河
梅干菜	梅乾菜
梨干儿	梨乾兒
椰枣干	椰棗乾
树干断	樹幹斷
水干掉	水乾掉
水干尽	水乾盡
水已干	水已乾
水才干	水才乾
江干区	江乾區
决心干	決心幹
没事干	沒事幹
没干淨	沒幹淨
没干头	沒幹頭
没梢干	沒梢幹
波尔干	波爾干
洋干漆	洋乾漆
洗干淨	洗乾淨
涂尔干	涂爾幹
渍已干	漬已乾
乌干达	烏干達
烘干机	烘乾機
牛肉干	牛肉乾
牲干下	牲幹下
瓦拉干	瓦拉干
白干儿	白乾兒
眼干症	眼乾症
碗白干	碗白乾
神经干	神經幹
秋不干	秋不乾
稍干的	稍乾的
竹笋干	竹筍乾
总干事	總幹事
继续干	繼續幹
坛白干	罈白干
翁干晃	翁乾晃
老干妈	老乾媽
老干部	老幹部
肯干啊	肯幹啊
胚胎干	胚胎幹
能干杯	能乾杯
能干耗	能乾耗
能干脆	能乾脆
能干扰	能干擾
能干涉	能干涉
能干预	能干預
舔干淨	舔乾淨
芒果干	芒果乾
若干人	若干人
若干个	若干個
若干年	若干年
苦瓜干	苦瓜乾
茶已干	茶已乾
莫干山	莫干山
